folder,old_name,new_name,descriptive_name,code,set,confidence
Highway_Signs_US,X01G06.png,DestinationSalemLeft_X01G06.png,DestinationSalemLeft,X01G06,Highway_Signs_US,high
Highway_Signs_US,X01G07.png,StreetName8thAve_X01G07.png,StreetName8thAve,X01G07,Highway_Signs_US,high
Highway_Signs_US,X01G08.png,DestinationSanFranciscoLosAngeles_X01G08.png,DestinationSanFranciscoLosAngeles,X01G08,Highway_Signs_US,high
Highway_Signs_US,X01G09.png,DistanceChicagoBostonCleveland_X01G09.png,DistanceChicagoBostonCleveland,X01G09,Highway_Signs_US,high
Highway_Signs_US,X01G10.png,DistanceStLouisMemphisNewOrleans_X01G10.png,DistanceStLouisMemphisNewOrleans,X01G10,Highway_Signs_US,high
Highway_Signs_US,X01G11.png,StreetNameEMainSt_X01G11.png,StreetNameEMainSt,X01G11,Highway_Signs_US,high
Highway_Signs_US,X01G12.png,GuideNewYorkPhiladelphia_X01G12.png,GuideNewYorkPhiladelphia,X01G12,Highway_Signs_US,high
Highway_Signs_US,X01G13.png,ExitGuideInterstate20_X01G13.png,ExitGuideInterstate20,X01G13,Highway_Signs_US,high
Highway_Signs_US,X01G14.png,Exit44_X01G14.png,Exit44,X01G14,Highway_Signs_US,high
Highway_Signs_US,X01G15.png,Parking_X01G15.png,Parking,X01G15,Highway_Signs_US,high
Highway_Signs_US,X01G16.png,ParkAndRide_X01G16.png,ParkAndRide,X01G16,Highway_Signs_US,high
Highway_Signs_US,X01G17.png,RestAreaPicnic_X01G17.png,RestAreaPicnic,X01G17,Highway_Signs_US,high
Highway_Signs_US,X01G18.png,ArrowRightBlue_X01G18.png,ArrowRightBlue,X01G18,Highway_Signs_US,high
Highway_Signs_US,X01G19.png,ArrowLeftBlue_X01G19.png,ArrowLeftBlue,X01G19,Highway_Signs_US,high
Highway_Signs_US,X01G20.png,NationalParkRockyMountain_X01G20.png,NationalParkRockyMountain,X01G20,Highway_Signs_US,high
Highway_Signs_US,X01G21.png,WeighStation_X01G21.png,WeighStation,X01G21,Highway_Signs_US,high
Highway_Signs_US,X01G22.png,TelephoneLightBlue_X01G22.png,TelephoneLightBlue,X01G22,Highway_Signs_US,high
Highway_Signs_US,X01G23.png,TelephoneWithArrow_X01G23.png,TelephoneWithArrow,X01G23,Highway_Signs_US,high
Highway_Signs_US,X01G24.png,TelephoneQuarterMile_X01G24.png,TelephoneQuarterMile,X01G24,Highway_Signs_US,high
Highway_Signs_US,X01G25.png,Hospital_X01G25.png,Hospital,X01G25,Highway_Signs_US,high
Highway_Signs_US,X01G26.png,Camping_X01G26.png,Camping,X01G26,Highway_Signs_US,high
Highway_Signs_US,X01G27.png,TrailerCamping_X01G27.png,TrailerCamping,X01G27,Highway_Signs_US,high
Highway_Signs_US,X01G28.png,LitterBarrel1000Ft_X01G28.png,LitterBarrel1000Ft,X01G28,Highway_Signs_US,high
Highway_Signs_US,X01G29.png,Accessible_X01G29.png,Accessible,X01G29,Highway_Signs_US,high
Highway_Signs_US,X01G30.png,EmergencyMedical_X01G30.png,EmergencyMedical,X01G30,Highway_Signs_US,high
Highway_Signs_US,X01G31.png,Gas_X01G31.png,Gas,X01G31,Highway_Signs_US,high
Highway_Signs_US,X01G32.png,Diesel_X01G32.png,Diesel,X01G32,Highway_Signs_US,high
Highway_Signs_US,X01G33.png,PropaneLPGas_X01G33.png,PropaneLPGas,X01G33,Highway_Signs_US,medium
Highway_Signs_US,X01G34.png,Food_X01G34.png,Food,X01G34,Highway_Signs_US,high
Highway_Signs_US,X01G35.png,Lodging_X01G35.png,Lodging,X01G35,Highway_Signs_US,high
Highway_Signs_US,X01G36.png,Information_X01G36.png,Information,X01G36,Highway_Signs_US,high
Highway_Signs_US,X01G37.png,RVSanitaryStation_X01G37.png,RVSanitaryStation,X01G37,Highway_Signs_US,medium
Highway_Signs_US,X01G38.png,LibraryReading_X01G38.png,LibraryReading,X01G38,Highway_Signs_US,medium
Highway_Signs_US,X01G39.png,Marina_X01G39.png,Marina,X01G39,Highway_Signs_US,high
Highway_Signs_US,X01G40.png,WinterRecreation_X01G40.png,WinterRecreation,X01G40,Highway_Signs_US,medium
Highway_Signs_International,X02A01.png,RoundaboutAhead_X02A01.png,RoundaboutAhead,X02A01,Highway_Signs_International,high
Highway_Signs_International,X02A02.png,CurveLeft_X02A02.png,CurveLeft,X02A02,Highway_Signs_International,medium
Highway_Signs_International,X02A03.png,CurveRight_X02A03.png,CurveRight,X02A03,Highway_Signs_International,medium
Highway_Signs_International,X02A04.png,DoubleBendRight_X02A04.png,DoubleBendRight,X02A04,Highway_Signs_International,medium
Highway_Signs_International,X02A05.png,DoubleBendLeft_X02A05.png,DoubleBendLeft,X02A05,Highway_Signs_International,medium
Highway_Signs_International,X02A06.png,CrossroadsAhead_X02A06.png,CrossroadsAhead,X02A06,Highway_Signs_International,high
Highway_Signs_International,X02A07.png,CrossroadPriority_X02A07.png,CrossroadPriority,X02A07,Highway_Signs_International,medium
Highway_Signs_International,X02A08.png,SideRoadRight_X02A08.png,SideRoadRight,X02A08,Highway_Signs_International,medium
Highway_Signs_International,X02A09.png,SideRoadLeft_X02A09.png,SideRoadLeft,X02A09,Highway_Signs_International,medium
Highway_Signs_International,X02A10.png,RoadNarrowsRight_X02A10.png,RoadNarrowsRight,X02A10,Highway_Signs_International,high
Highway_Signs_International,X02A11.png,RoadNarrowsBothSides_X02A11.png,RoadNarrowsBothSides,X02A11,Highway_Signs_International,high
Highway_Signs_International,X02A12.png,RoadNarrowsLeft_X02A12.png,RoadNarrowsLeft,X02A12,Highway_Signs_International,high
Highway_Signs_International,X02A13.png,SlipperyRoad_X02A13.png,SlipperyRoad,X02A13,Highway_Signs_International,high
Highway_Signs_International,X02A14.png,LooseChippings_X02A14.png,LooseChippings,X02A14,Highway_Signs_International,medium
Highway_Signs_International,X02A15.png,IceOrSnow_X02A15.png,IceOrSnow,X02A15,Highway_Signs_International,high
Highway_Signs_International,X02A16.png,GeneralWarning_X02A16.png,GeneralWarning,X02A16,Highway_Signs_International,high
Highway_Signs_International,X02A17.png,RoadEdgeDropOff_X02A17.png,RoadEdgeDropOff,X02A17,Highway_Signs_International,low
Highway_Signs_International,X02A18.png,TrafficQueues_X02A18.png,TrafficQueues,X02A18,Highway_Signs_International,high
Highway_Signs_International,X02A19.png,FlyingGravel_X02A19.png,FlyingGravel,X02A19,Highway_Signs_International,medium
Highway_Signs_International,X02A20.png,CyclistsCrossing_X02A20.png,CyclistsCrossing,X02A20,Highway_Signs_International,high
Highway_Signs_International,X02A21.png,PedestrianCrossing_X02A21.png,PedestrianCrossing,X02A21,Highway_Signs_International,high
Highway_Signs_International,X02A22.png,Pedestrians_X02A22.png,Pedestrians,X02A22,Highway_Signs_International,high
Highway_Signs_International,X02A23.png,ChildrenCrossing_X02A23.png,ChildrenCrossing,X02A23,Highway_Signs_International,high
Highway_Signs_International,X02A24.png,RoadWorks_X02A24.png,RoadWorks,X02A24,Highway_Signs_International,high
Highway_Signs_International,X02A25.png,WildAnimals_X02A25.png,WildAnimals,X02A25,Highway_Signs_International,high
Highway_Signs_International,X02A26.png,CattleCrossing_X02A26.png,CattleCrossing,X02A26,Highway_Signs_International,high
Highway_Signs_International,X02A27.png,LowFlyingAircraft_X02A27.png,LowFlyingAircraft,X02A27,Highway_Signs_International,high
Highway_Signs_International,X02A28.png,CrossWinds_X02A28.png,CrossWinds,X02A28,Highway_Signs_International,high
Highway_Signs_International,X02A29.png,SteepDescent10Percent_X02A29.png,SteepDescent10Percent,X02A29,Highway_Signs_International,high
Highway_Signs_International,X02A30.png,SteepAscent10Percent_X02A30.png,SteepAscent10Percent,X02A30,Highway_Signs_International,high
Highway_Signs_International,X02A31.png,UnevenRoad_X02A31.png,UnevenRoad,X02A31,Highway_Signs_International,high
Highway_Signs_International,X02A32.png,FallingRocks_X02A32.png,FallingRocks,X02A32,Highway_Signs_International,high
Highway_Signs_International,X02A33.png,RiverbankOrQuay_X02A33.png,RiverbankOrQuay,X02A33,Highway_Signs_International,medium
Highway_Signs_International,X02A34.png,OpeningBridge_X02A34.png,OpeningBridge,X02A34,Highway_Signs_International,high
Highway_Signs_International,X02A35.png,Tunnel_X02A35.png,Tunnel,X02A35,Highway_Signs_International,high
Highway_Signs_International,X02A36.png,TwoWayTraffic_X02A36.png,TwoWayTraffic,X02A36,Highway_Signs_International,high
Highway_Signs_International,X02A37.png,TrafficSignalsAhead_X02A37.png,TrafficSignalsAhead,X02A37,Highway_Signs_International,high
Highway_Signs_International,X02A38.png,LevelCrossingSignal_X02A38.png,LevelCrossingSignal,X02A38,Highway_Signs_International,medium
Highway_Signs_International,X02A39.png,TramCrossing_X02A39.png,TramCrossing,X02A39,Highway_Signs_International,high
Highway_Signs_International,X02A40.png,LevelCrossingNoBarrier_X02A40.png,LevelCrossingNoBarrier,X02A40,Highway_Signs_International,high
Highway_Signs_International,X02A41.png,LevelCrossingWithBarrier_X02A41.png,LevelCrossingWithBarrier,X02A41,Highway_Signs_International,high
Highway_Signs_International,X02A42.png,LevelCrossingCrossbuck_X02A42.png,LevelCrossingCrossbuck,X02A42,Highway_Signs_International,high
Highway_Signs_International,X02B01.png,Stop_X02B01.png,Stop,X02B01,Highway_Signs_International,high
Highway_Signs_International,X02B02.png,GiveWay_X02B02.png,GiveWay,X02B02,Highway_Signs_International,high
Highway_Signs_International,X02B03.png,PriorityOverOncoming_X02B03.png,PriorityOverOncoming,X02B03,Highway_Signs_International,high
Highway_Signs_International,X02B04.png,YieldToOncoming_X02B04.png,YieldToOncoming,X02B04,Highway_Signs_International,high
Highway_Signs_International,X02B05.png,PriorityRoad_X02B05.png,PriorityRoad,X02B05,Highway_Signs_International,high
Highway_Signs_International,X02B06.png,EndOfPriorityRoad_X02B06.png,EndOfPriorityRoad,X02B06,Highway_Signs_International,high
Highway_Signs_International,X02B07.png,SpeedLimit5_X02B07.png,SpeedLimit5,X02B07,Highway_Signs_International,high
Highway_Signs_International,X02B08.png,SpeedLimit10_X02B08.png,SpeedLimit10,X02B08,Highway_Signs_International,high
Highway_Signs_International,X02B09.png,SpeedLimit15_X02B09.png,SpeedLimit15,X02B09,Highway_Signs_International,high
Highway_Signs_International,X02B10.png,SpeedLimit20_X02B10.png,SpeedLimit20,X02B10,Highway_Signs_International,high
Highway_Signs_International,X02B11.png,SpeedLimit25_X02B11.png,SpeedLimit25,X02B11,Highway_Signs_International,high
Highway_Signs_International,X02B12.png,SpeedLimit30_X02B12.png,SpeedLimit30,X02B12,Highway_Signs_International,high
Highway_Signs_International,X02B13.png,SpeedLimit40_X02B13.png,SpeedLimit40,X02B13,Highway_Signs_International,high
Highway_Signs_International,X02B14.png,SpeedLimit50_X02B14.png,SpeedLimit50,X02B14,Highway_Signs_International,high
Highway_Signs_International,X02B15.png,SpeedLimit60_X02B15.png,SpeedLimit60,X02B15,Highway_Signs_International,high
Highway_Signs_International,X02B16.png,SpeedLimit70_X02B16.png,SpeedLimit70,X02B16,Highway_Signs_International,high
Highway_Signs_International,X02B17.png,SpeedLimit80_X02B17.png,SpeedLimit80,X02B17,Highway_Signs_International,high
Highway_Signs_International,X02B18.png,SpeedLimit90_X02B18.png,SpeedLimit90,X02B18,Highway_Signs_International,high
Highway_Signs_International,X02B19.png,SpeedLimit100_X02B19.png,SpeedLimit100,X02B19,Highway_Signs_International,high
Highway_Signs_International,X02B20.png,EndSpeedLimit50_X02B20.png,EndSpeedLimit50,X02B20,Highway_Signs_International,high
Highway_Signs_International,X02B21.png,RecommendedSpeed50_X02B21.png,RecommendedSpeed50,X02B21,Highway_Signs_International,high
Highway_Signs_International,X02B22.png,EndRecommendedSpeed50_X02B22.png,EndRecommendedSpeed50,X02B22,Highway_Signs_International,high
Highway_Signs_International,X02B23.png,NoEntry_X02B23.png,NoEntry,X02B23,Highway_Signs_International,high
Highway_Signs_International,X02B24.png,BlankProhibition_X02B24.png,BlankProhibition,X02B24,Highway_Signs_International,high
Highway_Signs_International,X02B25.png,NoThroughRoad_X02B25.png,NoThroughRoad,X02B25,Highway_Signs_International,medium
Highway_Signs_International,X02B26.png,PoliceCheckpoint_X02B26.png,PoliceCheckpoint,X02B26,Highway_Signs_International,high
Highway_Signs_International,X02B27.png,CustomsCheckpoint_X02B27.png,CustomsCheckpoint,X02B27,Highway_Signs_International,high
Highway_Signs_International,X02B28.png,NoLeftTurn_X02B28.png,NoLeftTurn,X02B28,Highway_Signs_International,high
Highway_Signs_International,X02B29.png,NoRightTurn_X02B29.png,NoRightTurn,X02B29,Highway_Signs_International,high
Highway_Signs_International,X02B30.png,NoUTurn_X02B30.png,NoUTurn,X02B30,Highway_Signs_International,high
Highway_Signs_International,X02B31.png,NoOvertaking_X02B31.png,NoOvertaking,X02B31,Highway_Signs_International,high
Highway_Signs_International,X02B32.png,EndNoOvertaking_X02B32.png,EndNoOvertaking,X02B32,Highway_Signs_International,high
Highway_Signs_International,X02B33.png,NoOvertakingByTrucks_X02B33.png,NoOvertakingByTrucks,X02B33,Highway_Signs_International,high
Highway_Signs_International,X02B34.png,EndNoOvertakingByTrucks_X02B34.png,EndNoOvertakingByTrucks,X02B34,Highway_Signs_International,high
Highway_Signs_International,X02B35.png,EndAllRestrictions_X02B35.png,EndAllRestrictions,X02B35,Highway_Signs_International,high
Highway_Signs_International,X02B36.png,NoGoodsVehicles_X02B36.png,NoGoodsVehicles,X02B36,Highway_Signs_International,medium
Highway_Signs_International,X02B37.png,MinimumDistance50m_X02B37.png,MinimumDistance50m,X02B37,Highway_Signs_International,high
Highway_Signs_International,X02B38.png,WidthLimit2Point3m_X02B38.png,WidthLimit2Point3m,X02B38,Highway_Signs_International,high
Highway_Signs_International,X02B39.png,HeightLimit3Point1m_X02B39.png,HeightLimit3Point1m,X02B39,Highway_Signs_International,high
Highway_Signs_International,X02B40.png,WeightLimit5Point4t_X02B40.png,WeightLimit5Point4t,X02B40,Highway_Signs_International,high
Highway_Signs_International,X02B41.png,AxleWeightLimit4Point8t_X02B41.png,AxleWeightLimit4Point8t,X02B41,Highway_Signs_International,high
Highway_Signs_International,X02B42.png,LengthLimit10m_X02B42.png,LengthLimit10m,X02B42,Highway_Signs_International,high
Highway_Signs_International,X02C01.png,NoBicycles_X02C01.png,NoBicycles,X02C01,Highway_Signs_International,high
Highway_Signs_International,X02C02.png,NoMopeds_X02C02.png,NoMopeds,X02C02,Highway_Signs_International,high
Highway_Signs_International,X02C03.png,NoBicyclesOrMopeds_X02C03.png,NoBicyclesOrMopeds,X02C03,Highway_Signs_International,high
Highway_Signs_International,X02C04.png,NoMotorcycles_X02C04.png,NoMotorcycles,X02C04,Highway_Signs_International,high
Highway_Signs_International,X02C05.png,NoCars_X02C05.png,NoCars,X02C05,Highway_Signs_International,high
Highway_Signs_International,X02C06.png,NoMotorVehicles_X02C06.png,NoMotorVehicles,X02C06,Highway_Signs_International,medium
Highway_Signs_International,X02C07.png,NoPedestrians_X02C07.png,NoPedestrians,X02C07,Highway_Signs_International,high
Highway_Signs_International,X02C08.png,NoTrailers_X02C08.png,NoTrailers,X02C08,Highway_Signs_International,high
Highway_Signs_International,X02C09.png,NoAgriculturalVehicles_X02C09.png,NoAgriculturalVehicles,X02C09,Highway_Signs_International,high
Highway_Signs_International,X02C10.png,NoSlowVehicles_X02C10.png,NoSlowVehicles,X02C10,Highway_Signs_International,medium
Highway_Signs_International,X02C11.png,NoTrucks_X02C11.png,NoTrucks,X02C11,Highway_Signs_International,high
Highway_Signs_International,X02C12.png,NoBuses_X02C12.png,NoBuses,X02C12,Highway_Signs_International,high
Highway_Signs_International,X02C13.png,PedestrianPath_X02C13.png,PedestrianPath,X02C13,Highway_Signs_International,high
Highway_Signs_International,X02C14.png,EndPedestrianPath_X02C14.png,EndPedestrianPath,X02C14,Highway_Signs_International,high
Highway_Signs_International,X02C15.png,EquestrianPath_X02C15.png,EquestrianPath,X02C15,Highway_Signs_International,high
Highway_Signs_International,X02C16.png,EndEquestrianPath_X02C16.png,EndEquestrianPath,X02C16,Highway_Signs_International,high
Highway_Signs_International,X02C17.png,CyclePath_X02C17.png,CyclePath,X02C17,Highway_Signs_International,high
Highway_Signs_International,X02C18.png,EndCyclePath_X02C18.png,EndCyclePath,X02C18,Highway_Signs_International,high
Highway_Signs_International,X02C19.png,SnowChainsRequired_X02C19.png,SnowChainsRequired,X02C19,Highway_Signs_International,high
Highway_Signs_International,X02C20.png,Roundabout_X02C20.png,Roundabout,X02C20,Highway_Signs_International,high
Highway_Signs_International,X02C21.png,KeepLeftBlue_X02C21.png,KeepLeftBlue,X02C21,Highway_Signs_International,medium
Highway_Signs_International,X02C22.png,KeepRightBlue_X02C22.png,KeepRightBlue,X02C22,Highway_Signs_International,medium
Highway_Signs_International,X02C23.png,TurnLeftBlue_X02C23.png,TurnLeftBlue,X02C23,Highway_Signs_International,high
Highway_Signs_International,X02C24.png,TurnRightBlue_X02C24.png,TurnRightBlue,X02C24,Highway_Signs_International,high
Highway_Signs_International,X02C25.png,ProceedStraight_X02C25.png,ProceedStraight,X02C25,Highway_Signs_International,high
Highway_Signs_International,X02C26.png,PassEitherSide_X02C26.png,PassEitherSide,X02C26,Highway_Signs_International,high
Highway_Signs_International,X02C27.png,TurnLeftAhead_X02C27.png,TurnLeftAhead,X02C27,Highway_Signs_International,high
Highway_Signs_International,X02C28.png,TurnRightAhead_X02C28.png,TurnRightAhead,X02C28,Highway_Signs_International,high
Highway_Signs_International,X02C29.png,StraightOrLeft_X02C29.png,StraightOrLeft,X02C29,Highway_Signs_International,high
Highway_Signs_International,X02C30.png,StraightOrRight_X02C30.png,StraightOrRight,X02C30,Highway_Signs_International,high
Highway_Signs_International,X02C31.png,LeftOrRight_X02C31.png,LeftOrRight,X02C31,Highway_Signs_International,high
Highway_Signs_International,X02C32.png,OneWayLeft_X02C32.png,OneWayLeft,X02C32,Highway_Signs_International,high
Highway_Signs_International,X02C33.png,OneWayRight_X02C33.png,OneWayRight,X02C33,Highway_Signs_International,high
Highway_Signs_International,X02C34.png,OneWayStraight_X02C34.png,OneWayStraight,X02C34,Highway_Signs_International,high
Highway_Signs_International,X02C35.png,TwoWayTrafficBlue_X02C35.png,TwoWayTrafficBlue,X02C35,Highway_Signs_International,medium
Highway_Signs_International,X02C36.png,DeadEndRoad_X02C36.png,DeadEndRoad,X02C36,Highway_Signs_International,high
Highway_Signs_International,X02C37.png,LaneReductionRight_X02C37.png,LaneReductionRight,X02C37,Highway_Signs_International,medium
Highway_Signs_International,X02C38.png,LaneReductionThreeLanes_X02C38.png,LaneReductionThreeLanes,X02C38,Highway_Signs_International,medium
Highway_Signs_International,X02C39.png,LaneClosureDiagram_X02C39.png,LaneClosureDiagram,X02C39,Highway_Signs_International,medium
Highway_Signs_International,X02C40.png,PriorityRoadBendRight_X02C40.png,PriorityRoadBendRight,X02C40,Highway_Signs_International,medium
Highway_Signs_International,X02C41.png,WinterConditions_X02C41.png,WinterConditions,X02C41,Highway_Signs_International,medium
Highway_Signs_International,X02C42.png,AccessibleSymbolBlack_X02C42.png,AccessibleSymbolBlack,X02C42,Highway_Signs_International,high
Highway_Signs_International,X02D01.png,Motorway_X02D01.png,Motorway,X02D01,Highway_Signs_International,high
Highway_Signs_International,X02D02.png,EndMotorway_X02D02.png,EndMotorway,X02D02,Highway_Signs_International,high
Highway_Signs_International,X02D03.png,Expressway_X02D03.png,Expressway,X02D03,Highway_Signs_International,high
Highway_Signs_International,X02D04.png,EndExpressway_X02D04.png,EndExpressway,X02D04,Highway_Signs_International,high
Highway_Signs_International,X02D05.png,PostalRoute_X02D05.png,PostalRoute,X02D05,Highway_Signs_International,medium
Highway_Signs_International,X02D06.png,EndPostalRoute_X02D06.png,EndPostalRoute,X02D06,Highway_Signs_International,medium
Highway_Signs_International,X02D07.png,ResidentialArea_X02D07.png,ResidentialArea,X02D07,Highway_Signs_International,high
Highway_Signs_International,X02D08.png,EndResidentialArea_X02D08.png,EndResidentialArea,X02D08,Highway_Signs_International,high
Highway_Signs_International,X02D09.png,TownEntryCologne_X02D09.png,TownEntryCologne,X02D09,Highway_Signs_International,high
Highway_Signs_International,X02D10.png,TownExitCologne_X02D10.png,TownExitCologne,X02D10,Highway_Signs_International,high
Highway_Signs_International,X02D11.png,Hospital_X02D11.png,Hospital,X02D11,Highway_Signs_International,high
Highway_Signs_International,X02D12.png,BicycleFacility_X02D12.png,BicycleFacility,X02D12,Highway_Signs_International,medium
Highway_Signs_International,X02D13.png,Ferry_X02D13.png,Ferry,X02D13,Highway_Signs_International,low
Highway_Signs_International,X02D14.png,Tunnel_X02D14.png,Tunnel,X02D14,Highway_Signs_International,high
Highway_Signs_International,X02D15.png,CampingTent_X02D15.png,CampingTent,X02D15,Highway_Signs_International,high
Highway_Signs_International,X02D16.png,CaravanSite_X02D16.png,CaravanSite,X02D16,Highway_Signs_International,high
Highway_Signs_International,X02D17.png,EmergencyTelephone_X02D17.png,EmergencyTelephone,X02D17,Highway_Signs_International,high
Highway_Signs_International,X02D18.png,FirstAid_X02D18.png,FirstAid,X02D18,Highway_Signs_International,high
Highway_Signs_International,X02D19.png,ServicePost_X02D19.png,ServicePost,X02D19,Highway_Signs_International,low
Highway_Signs_International,X02D20.png,FuelStation_X02D20.png,FuelStation,X02D20,Highway_Signs_International,high
Highway_Signs_International,X02D21.png,HotelMotel_X02D21.png,HotelMotel,X02D21,Highway_Signs_International,high
Highway_Signs_International,X02D22.png,Restaurant_X02D22.png,Restaurant,X02D22,Highway_Signs_International,high
Highway_Signs_International,X02D23.png,Cafe_X02D23.png,Cafe,X02D23,Highway_Signs_International,high
Highway_Signs_International,X02D24.png,Information_X02D24.png,Information,X02D24,Highway_Signs_International,high
Highway_Signs_International,X02D25.png,DirectionZurichBlue_X02D25.png,DirectionZurichBlue,X02D25,Highway_Signs_International,high
Highway_Signs_International,X02D26.png,DirectionFlimsWhite_X02D26.png,DirectionFlimsWhite,X02D26,Highway_Signs_International,high
Highway_Signs_International,X02D27.png,DirectionZurichGreen_X02D27.png,DirectionZurichGreen,X02D27,Highway_Signs_International,high
Highway_Signs_International,X02D28.png,DirectionFlimsOrange_X02D28.png,DirectionFlimsOrange,X02D28,Highway_Signs_International,high
Highway_Signs_International,X02D29.png,DirectionCamping_X02D29.png,DirectionCamping,X02D29,Highway_Signs_International,high
Highway_Signs_International,X02D30.png,DirectionParking300m_X02D30.png,DirectionParking300m,X02D30,Highway_Signs_International,high
Highway_Signs_International,X02D31.png,Parking_X02D31.png,Parking,X02D31,Highway_Signs_International,high
Highway_Signs_International,X02D32.png,ParkingTaxi_X02D32.png,ParkingTaxi,X02D32,Highway_Signs_International,high
Highway_Signs_International,X02D33.png,ParkingAccessible_X02D33.png,ParkingAccessible,X02D33,Highway_Signs_International,high
Highway_Signs_International,X02D34.png,ParkingLoading_X02D34.png,ParkingLoading,X02D34,Highway_Signs_International,high
Highway_Signs_International,X02D35.png,ParkingCars_X02D35.png,ParkingCars,X02D35,Highway_Signs_International,high
Highway_Signs_International,X02D36.png,ParkingMetered_X02D36.png,ParkingMetered,X02D36,Highway_Signs_International,high
Highway_Signs_International,X02D37.png,NoParking_X02D37.png,NoParking,X02D37,Highway_Signs_International,high
Highway_Signs_International,X02D38.png,NoParkingBicyclesMopeds_X02D38.png,NoParkingBicyclesMopeds,X02D38,Highway_Signs_International,high
Highway_Signs_International,X02D39.png,NoStopping_X02D39.png,NoStopping,X02D39,Highway_Signs_International,high
Highway_Signs_International,X02D40.png,NoParkingAlternateOdd_X02D40.png,NoParkingAlternateOdd,X02D40,Highway_Signs_International,medium
Highway_Signs_International,X02D41.png,NoParkingAlternateEven_X02D41.png,NoParkingAlternateEven,X02D41,Highway_Signs_International,medium
Highway_Signs_International,X02D42.png,GiveWayRoundabout_X02D42.png,GiveWayRoundabout,X02D42,Highway_Signs_International,high
Highway_Signs_International,X02E01.png,CountryCodeA_X02E01.png,CountryCodeA,X02E01,Highway_Signs_International,high
Highway_Signs_International,X02E02.png,CountryCodeAUS_X02E02.png,CountryCodeAUS,X02E02,Highway_Signs_International,high
Highway_Signs_International,X02E03.png,CountryCodeB_X02E03.png,CountryCodeB,X02E03,Highway_Signs_International,high
Highway_Signs_International,X02E04.png,CountryCodeBG_X02E04.png,CountryCodeBG,X02E04,Highway_Signs_International,high
Highway_Signs_International,X02E05.png,CountryCodeBR_X02E05.png,CountryCodeBR,X02E05,Highway_Signs_International,high
Highway_Signs_International,X02E06.png,CountryCodeCDN_X02E06.png,CountryCodeCDN,X02E06,Highway_Signs_International,high
Highway_Signs_International,X02E07.png,CountryCodeCH_X02E07.png,CountryCodeCH,X02E07,Highway_Signs_International,high
Highway_Signs_International,X02E08.png,CountryCodeCZ_X02E08.png,CountryCodeCZ,X02E08,Highway_Signs_International,high
Highway_Signs_International,X02E09.png,CountryCodeD_X02E09.png,CountryCodeD,X02E09,Highway_Signs_International,high
Highway_Signs_International,X02E10.png,CountryCodeDK_X02E10.png,CountryCodeDK,X02E10,Highway_Signs_International,high
Highway_Signs_International,X02E11.png,CountryCodeE_X02E11.png,CountryCodeE,X02E11,Highway_Signs_International,high
Highway_Signs_International,X02E12.png,CountryCodeF_X02E12.png,CountryCodeF,X02E12,Highway_Signs_International,high
Highway_Signs_International,X02E13.png,CountryCodeFIN_X02E13.png,CountryCodeFIN,X02E13,Highway_Signs_International,high
Highway_Signs_International,X02E14.png,CountryCodeGB_X02E14.png,CountryCodeGB,X02E14,Highway_Signs_International,high
Highway_Signs_International,X02E15.png,CountryCodeGR_X02E15.png,CountryCodeGR,X02E15,Highway_Signs_International,high
Highway_Signs_International,X02E16.png,CountryCodeH_X02E16.png,CountryCodeH,X02E16,Highway_Signs_International,high
Highway_Signs_International,X02E17.png,CountryCodeHK_X02E17.png,CountryCodeHK,X02E17,Highway_Signs_International,high
Highway_Signs_International,X02E18.png,CountryCodeI_X02E18.png,CountryCodeI,X02E18,Highway_Signs_International,high
Highway_Signs_International,X02E19.png,CountryCodeIL_X02E19.png,CountryCodeIL,X02E19,Highway_Signs_International,high
Highway_Signs_International,X02E20.png,CountryCodeIND_X02E20.png,CountryCodeIND,X02E20,Highway_Signs_International,high
Highway_Signs_International,X02E21.png,CountryCodeIRL_X02E21.png,CountryCodeIRL,X02E21,Highway_Signs_International,high
Highway_Signs_International,X02E22.png,CountryCodeIS_X02E22.png,CountryCodeIS,X02E22,Highway_Signs_International,high
Highway_Signs_International,X02E23.png,CountryCodeJ_X02E23.png,CountryCodeJ,X02E23,Highway_Signs_International,high
Highway_Signs_International,X02E24.png,CountryCodeL_X02E24.png,CountryCodeL,X02E24,Highway_Signs_International,high
Highway_Signs_International,X02E25.png,CountryCodeMC_X02E25.png,CountryCodeMC,X02E25,Highway_Signs_International,high
Highway_Signs_International,X02E26.png,CountryCodeMEX_X02E26.png,CountryCodeMEX,X02E26,Highway_Signs_International,high
Highway_Signs_International,X02E27.png,CountryCodeN_X02E27.png,CountryCodeN,X02E27,Highway_Signs_International,high
Highway_Signs_International,X02E28.png,CountryCodeNL_X02E28.png,CountryCodeNL,X02E28,Highway_Signs_International,high
Highway_Signs_International,X02E29.png,CountryCodeP_X02E29.png,CountryCodeP,X02E29,Highway_Signs_International,high
Highway_Signs_International,X02E30.png,CountryCodePL_X02E30.png,CountryCodePL,X02E30,Highway_Signs_International,high
Highway_Signs_International,X02E31.png,CountryCodeRA_X02E31.png,CountryCodeRA,X02E31,Highway_Signs_International,high
Highway_Signs_International,X02E32.png,CountryCodeRCH_X02E32.png,CountryCodeRCH,X02E32,Highway_Signs_International,high
Highway_Signs_International,X02E33.png,CountryCodeRO_X02E33.png,CountryCodeRO,X02E33,Highway_Signs_International,high
