tool,parm,ordinal,token,label
AB::DowntownBuilding::3.6,BuildingStyle,0,0,Classical
AB::DowntownBuilding::3.6,BuildingStyle,1,1,Modernsit
AB::DowntownBuilding::3.6,BuildingShape,0,0,Square
AB::DowntownBuilding::3.6,BuildingShape,1,1,L
AB::DowntownBuilding::3.6,BuildingShape,2,2,Arced Corner
AB::DowntownBuilding::3.6,BuildingShape,3,3,U
AB::DowntownBuilding::3.6,BuildingShape,4,4,Circular
AB::DowntownBuilding::3.6,handle_side,0,0,Right
AB::DowntownBuilding::3.6,handle_side,1,1,Left
AB::DowntownBuilding::3.6,RS_HandleStyle,0,0,Knob
AB::DowntownBuilding::3.6,RS_HandleStyle,1,1,Lever
AB::DowntownBuilding::3.6,RS_HandleStyle,2,2,Knob Fancy
AB::DowntownBuilding::3.6,RS_HandleStyle,3,,Lever Antique
AB::DowntownBuilding::3.6,RS_DoorStyle,0,0,Single Light
AB::DowntownBuilding::3.6,RS_DoorStyle,1,1,Multi Light
AB::DowntownBuilding::3.6,RS_DoorStyle,2,3,Paneled
AB::DowntownBuilding::3.6,RectangularWindowType,0,0,Single
AB::DowntownBuilding::3.6,RectangularWindowType,1,1,Split Vert
AB::DowntownBuilding::3.6,RectangularWindowType,2,2,Split Horiz
AB::DowntownBuilding::3.6,RectangularWindowType,3,3,1 left 2 right
AB::DowntownBuilding::3.6,RectangularWindowType,4,4,2 Left 1 Right
AB::DowntownBuilding::3.6,RectangularWindowType4,0,0,Single
AB::DowntownBuilding::3.6,RectangularWindowType4,1,1,Split Vert
AB::DowntownBuilding::3.6,RectangularWindowType4,2,2,Split Horiz
AB::DowntownBuilding::3.6,RectangularWindowType4,3,3,1 left 2 right
AB::DowntownBuilding::3.6,RectangularWindowType4,4,4,2 Left 1 Right
AB::DowntownBuilding::3.6,RectangularWindowType2,0,0,Single
AB::DowntownBuilding::3.6,RectangularWindowType2,1,1,Split Vert
AB::DowntownBuilding::3.6,RectangularWindowType2,2,2,Split Horiz
AB::DowntownBuilding::3.6,RectangularWindowType2,3,3,1 left 2 right
AB::DowntownBuilding::3.6,RectangularWindowType2,4,4,2 Left 1 Right
AB::DowntownBuilding::3.6,RectangularWindowType3,0,0,Single
AB::DowntownBuilding::3.6,RectangularWindowType3,1,1,Split Vert
AB::DowntownBuilding::3.6,RectangularWindowType3,2,2,Split Horiz
AB::DowntownBuilding::3.6,RectangularWindowType3,3,3,1 left 2 right
AB::DowntownBuilding::3.6,RectangularWindowType3,4,4,2 Left 1 Right
AB::DowntownBuilding::3.6,CornerDivStyle,0,0,Horizontal
AB::DowntownBuilding::3.6,CornerDivStyle,1,1,Vertical
AB::DroopyWires::1.0,WireCreationStyle,0,0,Two Objects
AB::DroopyWires::1.0,WireCreationStyle,1,1,Two Grids
AB::DroopyWires::1.0,MaterialStyle,0,0,Principled
AB::DroopyWires::1.0,MaterialStyle,1,1,Unreal
AB::DroopyWires::1.0,MaterialStyle,2,2,Unity
AB::ElectricBoxGenerator::2.0,filletshape,0,none,None
AB::ElectricBoxGenerator::2.0,filletshape,1,solid,Solid
AB::ElectricBoxGenerator::2.0,filletshape,2,crease,Crease
AB::ElectricBoxGenerator::2.0,filletshape,3,chamfer,Chamfer
AB::ElectricBoxGenerator::2.0,filletshape,4,round,Round
AB::ElectricalParts::2.0,PartType,0,0,Bracket
AB::ElectricalParts::2.0,PartType,1,1,Connectors
AB::ElectricalParts::2.0,PartType,2,2,Lights
AB::ElectricalParts::2.0,PartType,3,3,Transformers
AB::ElectricalPropGenerator::2.0,MaterialStyle,0,0,Principled
AB::ElectricalPropGenerator::2.0,MaterialStyle,1,1,Unreal
AB::ElectricalPropGenerator::2.0,MaterialStyle,2,2,Unity
AB::ElectricalPropGenerator::2.0,MaterialStyle,3,3,MaterialX
AB::ElectricalPropGenerator::2.0,lightmap_style,0,0,Unreal Engine
AB::ElectricalPropGenerator::2.0,lightmap_style,1,1,Unity
AB::ElectricalPropGenerator::2.0,h_attach_1,0,0,Electric Meter
AB::ElectricalPropGenerator::2.0,h_attach_1,1,1,Elbow
AB::ElectricalPropGenerator::2.0,h_attach_1,2,2,Wall Inlet
AB::ElectronicComponentGenerator::1.0,PartChoice,0,0,Knobs
AB::ElectronicComponentGenerator::1.0,PartChoice,1,1,Dials
AB::ElectronicComponentGenerator::1.0,PartChoice,2,2,Switches & Toggles
AB::ElectronicComponentGenerator::1.0,PartChoice,3,3,Brackets
AB::ElectronicComponentGenerator::1.0,PartChoice,4,4,Inputs
AB::ElectronicComponentGenerator::1.0,PartChoice,5,5,PowerLights
AB::EngineAttributes::1.0,backend,0,vertexcolor,Vertex Color
AB::EngineAttributes::1.0,backend,1,principled,Principled
AB::EngineAttributes::1.0,backend,2,unreal,Unreal
AB::EngineAttributes::1.0,backend,3,usd,MaterialX / USD
AB::ExportPack::1.0,granularity,0,whole,Whole Asset (1 packed prim)
AB::ExportPack::1.0,granularity,1,zone,Per Material Zone
AB::ExportPack::1.0,granularity,2,element,Per Element (by attribute)
AB::ExtendedSweep::2.0,nameType,0,0,Profile Name
AB::ExtendedSweep::2.0,nameType,1,1,Custom Name
AB::ExtendedSweep::2.0,nameType,2,2,No Name
AB::ExtendedSweep::2.0,type,0,typepoint,Points
AB::ExtendedSweep::2.0,type,1,typevertex,Vertices
AB::ExtendedSweep::2.0,type,2,typeprim,Primitives
AB::ExtendedSweep::2.0,type,3,typedetail,Detail
AB::ExtendedSweep::2.0,method,0,uniform,Each Vertex Equally
AB::ExtendedSweep::2.0,method,1,angle,By Vertex Angle
AB::ExtendedSweep::2.0,method,2,area,By Face Area
AB::FancyCurves::2.0,CurveStyle,0,0 ,Molding
AB::FancyCurves::2.0,CurveStyle,1,1,Column
AB::FancyCurves::2.0,CurveStyle,2,2,Crown
AB::FancyCurves::2.0,CurveStyle,3,3,Cornice
AB::FancyCurves::2.0,CurveStyle,4,4,Base
AB::FancyCurves::2.0,CurveStyle,5,5,Mid Flr Trim
AB::FancyCurves::2.0,planeSet,0,0,XY
AB::FancyCurves::2.0,planeSet,1,1,XZ
AB::FancyCurves::2.0,planeSet,2,2,YZ
AB::FancyCurves::2.0,MoldingStyle,0,0,Style 01
AB::FancyCurves::2.0,MoldingStyle,1,1,Style 02
AB::FancyCurves::2.0,colStyle,0,0,Column 01
AB::FancyCurves::2.0,colStyle,1,1,Column 02
AB::FancyCurves::2.0,filletshape,0,none,None
AB::FancyCurves::2.0,filletshape,1,solid,Solid
AB::FancyCurves::2.0,filletshape,2,crease,Crease
AB::FancyCurves::2.0,filletshape,3,chamfer,Chamfer
AB::FancyCurves::2.0,filletshape,4,round,Round
AB::FancyCurves::2.0,baseStyle2,0,0,Base 01
AB::FancyCurves::2.0,baseStyle2,1,1,Base 02
AB::FireHydrantGenerator::2.0,HydrantStyle,0,0,Style 01
AB::FireHydrantGenerator::2.0,HydrantStyle,1,1,Style 02
AB::FireHydrantGenerator::2.0,HydrantStyle,2,2,Style 03
AB::FireHydrantGenerator::2.0,MaterialStyle,0,0,Principled
AB::FireHydrantGenerator::2.0,MaterialStyle,1,1,Unreal
AB::FireHydrantGenerator::2.0,MaterialStyle,2,2,Unity
AB::FlangeGenerator::2.0,beveltype,0,flat,Flat
AB::FlangeGenerator::2.0,beveltype,1,lowround,Low Density Round
AB::FlangeGenerator::2.0,beveltype,2,highround,High Density Round
AB::FlangeGenerator::2.0,beveltype,3,corner,Corner
AB::FlangeGenerator::2.0,entitytype,0,points,All Points
AB::FlangeGenerator::2.0,entitytype,1,edges,All Edges
AB::FloatingIslands::1.0,view_mode,0,0,Construct
AB::FloatingIslands::1.0,view_mode,1,1,Final
AB::FloatingIslands::1.0,view_style,0,opdef:/bake.svg,Initial
AB::FloatingIslands::1.0,view_style,1,1,High Res
AB::FloatingIslands::1.0,view_style,2,2,Low Res
AB::FloatingIslands::1.0,view_style,3,3,Density
AB::FloatingIslands::1.0,noisetype,0,noise,Perlin
AB::FloatingIslands::1.0,noisetype,1,xnoise,Simplex
AB::FloatingIslands::1.0,noisetype2,0,noise,Perlin
AB::FloatingIslands::1.0,noisetype2,1,xnoise,Simplex
AB::FloatingIslands::1.0,noisetype3,0,noise,Perlin
AB::FloatingIslands::1.0,noisetype3,1,xnoise,Simplex
AB::FloatingIslands::1.0,parm2,0,0,Ramp
AB::FloatingIslands::1.0,parm2,1,1,Ramp + Group
AB::FloatingIslands::1.0,parm2,2,2,Group
AB::FloatingIslands::1.0,trange,0,off,Render Current Frame
AB::FloatingIslands::1.0,trange,1,normal,Render Frame Range
AB::FloatingIslands::1.0,trange,2,on,Render Frame Range Only (Strict)
AB::Flocking::1.0,outputType,0,0,Points
AB::Flocking::1.0,outputType,1,1,Boid
AB::FlowerDesigner::1.0,DevMode,0,0,Petals
AB::FlowerDesigner::1.0,DevMode,1,1,Flowers
AB::FlowerDesigner::1.0,DevMode,2,2,Sim
AB::FuturisticBuildings::2.2,FT_BuildingStyle,0,0,FT 01
AB::FuturisticBuildings::2.2,FT_BuildingStyle,1,1,FT 02
AB::GraphicSigns::2.0,sign_type,0,0,Info Graphics
AB::GraphicSigns::2.0,sign_type,1,1,Street Light
AB::GraphicSigns::2.0,sign_type,2,2,Roof
AB::GraphicSigns::2.0,sign_type,3,,Store Front
AB::GraphicSigns::2.0,info_graphic_style,0,0,Lines
AB::GraphicSigns::2.0,info_graphic_style,1,1,Shapes
AB::GraphicSigns::2.0,info_graphic_style,2,2,Custom
AB::GraphicSigns::2.0,filletshape,0,none,None
AB::GraphicSigns::2.0,filletshape,1,solid,Solid
AB::GraphicSigns::2.0,filletshape,2,crease,Crease
AB::GraphicSigns::2.0,filletshape,3,chamfer,Chamfer
AB::GraphicSigns::2.0,filletshape,4,round,Round
AB::GrowthFromPoints::1.0,GeoType,0,0,Surface
AB::GrowthFromPoints::1.0,GeoType,1,1,Volume
AB::GrowthFromPoints::1.0,noisetype,0,noise,Perlin
AB::GrowthFromPoints::1.0,noisetype,1,xnoise,Simplex
AB::HardwareMaker::2.0,HardwareStyle,0,0,Bolts Nuts Washers
AB::HardwareMaker::2.0,HardwareStyle,1,1,Rivets
AB::HardwareMaker::2.0,HardwareStyle,2,2,Locks
AB::HardwareMaker::2.0,HardwareStyle,3,3,Hinges
AB::HardwareMaker::2.0,ForwardAxis,0,0,X Axis
AB::HardwareMaker::2.0,ForwardAxis,1,1,Y Axis
AB::HardwareMaker::2.0,ForwardAxis,2,2,Z Axis
AB::HardwareMaker::2.0,SupportPlateShape,0,none,None
AB::HardwareMaker::2.0,SupportPlateShape,1,solid,Solid
AB::HardwareMaker::2.0,SupportPlateShape,2,crease,Crease
AB::HardwareMaker::2.0,SupportPlateShape,3,chamfer,Chamfer
AB::HardwareMaker::2.0,SupportPlateShape,4,round,Round
AB::HighwaySignGenerator::5.0,SignStyle,0,0,Side Supports
AB::HighwaySignGenerator::5.0,SignStyle,1,1,Single Support
AB::HighwaySignGenerator::5.0,SingleSignPosition,0,0,Centered
AB::HighwaySignGenerator::5.0,SingleSignPosition,1,1,Right
AB::HighwaySignGenerator::5.0,SingleSignPosition,2,2,Left
AB::HighwaySignGenerator::5.0,MaterialStyle,0,0,Principled
AB::HighwaySignGenerator::5.0,MaterialStyle,1,1,Unreal
AB::HighwaySignGenerator::5.0,MaterialStyle,2,2,USD
AB::HighwaySignGenerator::5.0,DCCEngine,0,0,Unreal Engine
AB::HighwaySignGenerator::5.0,DCCEngine,1,1,Unity
AB::HighwaySignGenerator::5.0,DCCEngine,2,2,USD
AB::HighwaySignGenerator::5.0,MetalPlateBevelShape,0,none,None
AB::HighwaySignGenerator::5.0,MetalPlateBevelShape,1,solid,Solid
AB::HighwaySignGenerator::5.0,MetalPlateBevelShape,2,crease,Crease
AB::HighwaySignGenerator::5.0,MetalPlateBevelShape,3,chamfer,Chamfer
AB::HighwaySignGenerator::5.0,MetalPlateBevelShape,4,round,Round
AB::HighwaySignGenerator::5.0,SignSide,0,0,Left
AB::HighwaySignGenerator::5.0,SignSide,1,1,Right
AB::HighwaySignGenerator::5.0,PrimarySet,0,Any,Any set
AB::HighwaySignGenerator::5.0,PrimarySet,1,Highway_Signs_US,US Highway
AB::HighwaySignGenerator::5.0,PrimarySet,2,Highway_Signs_International,Intl Highway
AB::HighwaySignGenerator::5.0,PrimarySet,3,Symbol_Signs_Recreational,Recreational
AB::HighwaySignGenerator::5.0,PrimarySet,4,Symbol_Signs_Transportation_01,Transportation 1
AB::HighwaySignGenerator::5.0,PrimarySet,5,Symbol_Signs_Transportation_02,Transportation 2
AB::HighwaySignGenerator::5.0,PrimarySet,6,International_Icons_Electronic_Labeling,Electronic
AB::HighwaySignGenerator::5.0,PrimaryShape,0,Any,Any
AB::HighwaySignGenerator::5.0,PrimaryShape,1,Rectangle,Rectangle
AB::HighwaySignGenerator::5.0,PrimaryShape,2,Circle,Circle
AB::HighwaySignGenerator::5.0,PrimaryShape,3,Ellipse,Ellipse
AB::HighwaySignGenerator::5.0,PrimaryShape,4,Diamond,Diamond
AB::HighwaySignGenerator::5.0,PrimaryShape,5,Triangle,Triangle
AB::HighwaySignGenerator::5.0,PrimaryShape,6,Octagon,Octagon
AB::HighwaySignGenerator::5.0,PrimaryShape,7,Traced,Traced
AB::HighwaySignGenerator::5.0,PrimaryShape,8,Pictogram,Pictogram
AB::HighwaySignGenerator::5.0,SecondarySet,0,Any,Any set
AB::HighwaySignGenerator::5.0,SecondarySet,1,Highway_Signs_US,US Highway
AB::HighwaySignGenerator::5.0,SecondarySet,2,Highway_Signs_International,Intl Highway
AB::HighwaySignGenerator::5.0,SecondarySet,3,Symbol_Signs_Recreational,Recreational
AB::HighwaySignGenerator::5.0,SecondarySet,4,Symbol_Signs_Transportation_01,Transportation 1
AB::HighwaySignGenerator::5.0,SecondarySet,5,Symbol_Signs_Transportation_02,Transportation 2
AB::HighwaySignGenerator::5.0,SecondarySet,6,International_Icons_Electronic_Labeling,Electronic
AB::HighwaySignGenerator::5.0,SecondaryShape,0,Any,Any
AB::HighwaySignGenerator::5.0,SecondaryShape,1,Rectangle,Rectangle
AB::HighwaySignGenerator::5.0,SecondaryShape,2,Circle,Circle
AB::HighwaySignGenerator::5.0,SecondaryShape,3,Ellipse,Ellipse
AB::HighwaySignGenerator::5.0,SecondaryShape,4,Diamond,Diamond
AB::HighwaySignGenerator::5.0,SecondaryShape,5,Triangle,Triangle
AB::HighwaySignGenerator::5.0,SecondaryShape,6,Octagon,Octagon
AB::HighwaySignGenerator::5.0,SecondaryShape,7,Traced,Traced
AB::HighwaySignGenerator::5.0,SecondaryShape,8,Pictogram,Pictogram
AB::HighwaySignGenerator::5.0,SignSizeClass,0,minimum,Minimum
AB::HighwaySignGenerator::5.0,SignSizeClass,1,conventional,Conventional road
AB::HighwaySignGenerator::5.0,SignSizeClass,2,expressway,Expressway
AB::HighwaySignGenerator::5.0,SignSizeClass,3,freeway,Freeway
AB::HighwaySignGenerator::5.0,SignSizeClass,4,oversized,Oversized
AB::HudMaker::2.0,geo_typ,0,0,2D Grid
AB::HudMaker::2.0,geo_typ,1,1,Carved Circles
AB::HudMaker::2.0,geo_typ,2,2,Hex Patterns
AB::HudMaker::2.0,geo_typ,3,3,Orbit
AB::HudMaker::2.0,geo_typ,4,4,3D Grid
AB::HudMaker::2.0,primsort,0,none,No change
AB::HudMaker::2.0,primsort,1,byx,By X
AB::HudMaker::2.0,primsort,2,byy,By Y
AB::HudMaker::2.0,primsort,3,byz,By Z
AB::HudMaker::2.0,primsort,4,rev,Reverse
AB::HudMaker::2.0,primsort,5,seed,Random
AB::HudMaker::2.0,primsort,6,shif,Shift
AB::HudMaker::2.0,primsort,7,prox,Proximity to Point
AB::HudMaker::2.0,primsort,8,vector,Along Vector
AB::HudMaker::2.0,primsort,9,expression,By Expression
AB::HudMaker::2.0,primsort,10,spatial,Spatial Locality
AB::HudMaker::2.0,primsort,11,attribute,By Attribute
AB::IndustrialBuildings::2.1,MainRes,0,0,Low Res
AB::IndustrialBuildings::2.1,MainRes,1,1,Med Res
AB::IndustrialBuildings::2.1,MainRes,2,2,High Res
AB::IndustrialBuildings::2.1,BuildingStyle,0,0,Clearstory
AB::IndustrialBuildings::2.1,BuildingStyle,1,1,Peaked
AB::IndustrialBuildings::2.1,BuildingStyle,2,2,Loft
AB::IndustrialBuildings::2.1,BuildingStyle,3,3,Warehouse
AB::IndustrialBuildings::2.1,window_type,0,0,Single
AB::IndustrialBuildings::2.1,window_type,1,1,Double 
AB::IndustrialBuildings::2.1,window_type,2,2,Double & Top Awning
AB::IndustrialBuildings::2.1,window_type2,0,0,Single
AB::IndustrialBuildings::2.1,window_type2,1,1,Double 
AB::IndustrialBuildings::2.1,window_type2,2,2,Double & Top Awning
AB::LadderGenerator::2.0,LadderStyle,0,0,Metal Simple
AB::LadderGenerator::2.0,LadderStyle,1,1,Wood Basic
AB::LightningMaker::1.5,xOrd,0,srt,Scale Rot Trans
AB::LightningMaker::1.5,xOrd,1,str,Scale Trans Rot
AB::LightningMaker::1.5,xOrd,2,rst,Rot Scale Trans
AB::LightningMaker::1.5,xOrd,3,rts,Rot Trans Scale
AB::LightningMaker::1.5,xOrd,4,tsr,Trans Scale Rot
AB::LightningMaker::1.5,xOrd,5,trs,Trans Rot Scale
AB::LightningMaker::1.5,rOrd,0,xyz,Rx Ry Rz
AB::LightningMaker::1.5,rOrd,1,xzy,Rx Rz Ry
AB::LightningMaker::1.5,rOrd,2,yxz,Ry Rx Rz
AB::LightningMaker::1.5,rOrd,3,yzx,Ry Rz Rx
AB::LightningMaker::1.5,rOrd,4,zxy,Rz Rx Ry
AB::LightningMaker::1.5,rOrd,5,zyx,Rz Ry Rx
AB::LightningMaker::1.5,pre_xform,0,clean,Clean Transform
AB::LightningMaker::1.5,pre_xform,1,cleantrans,Clean Translates
AB::LightningMaker::1.5,pre_xform,2,cleanrot,Clean Rotates
AB::LightningMaker::1.5,pre_xform,3,cleanscales,Clean Scales
AB::LightningMaker::1.5,pre_xform,4,extract,Extract Pre-transform
AB::LightningMaker::1.5,pre_xform,5,reset,Reset Pre-transform
AB::LightningMaker::1.5,lookup,0,off,Don't Use Up Vector
AB::LightningMaker::1.5,lookup,1,on,Use Up Vector
AB::LightningMaker::1.5,lookup,2,quat,Use Quaternions
AB::LightningMaker::1.5,lookup,3,pos,Use Global Position
AB::LightningMaker::1.5,lookup,4,obj,Use Up Object
AB::LightningMaker::1.5,uparmtype,0,uniform,Uniform
AB::LightningMaker::1.5,uparmtype,1,arc,Arc Length
AB::LowWalls::1.1,WallStyle,0,0,Flat Top
AB::LowWalls::1.1,WallStyle,1,1,Curved Top
AB::MaterialBinding::1.0,backend,0,vertexcolor,Vertex Color
AB::MaterialBinding::1.0,backend,1,principled,Principled
AB::MaterialBinding::1.0,backend,2,unreal,Unreal
AB::MaterialBinding::1.0,backend,3,usd,MaterialX / USD
AB::MetalExtrusionMaker::2.0,ext_type,0,0,I Beam
AB::MetalExtrusionMaker::2.0,ext_type,1,1,C Channel
AB::MetalExtrusionMaker::2.0,ext_type,2,2,T Bar
AB::MetalExtrusionMaker::2.0,ext_type,3,3,Angle
AB::MetalExtrusionMaker::2.0,ext_type,4,4,Square Tube
AB::MetalExtrusionMaker::2.0,axis,0,0,XY
AB::MetalExtrusionMaker::2.0,axis,1,1,XZ
AB::MetalExtrusionMaker::2.0,axis,2,2,YZ
AB::MetalExtrusionMaker::2.0,pivot,0,0,Centered
AB::MetalExtrusionMaker::2.0,pivot,1,1,X Min
AB::MetalExtrusionMaker::2.0,pivot,2,2,X Max
AB::MetalExtrusionMaker::2.0,pivot,3,2,Z Min
AB::MetalExtrusionMaker::2.0,pivot,4,3,Z Max
AB::MetalExtrusionMaker::2.0,ptfilletshape,0,none,None
AB::MetalExtrusionMaker::2.0,ptfilletshape,1,solid,Solid
AB::MetalExtrusionMaker::2.0,ptfilletshape,2,chamfer,Chamfer
AB::MetalExtrusionMaker::2.0,ptfilletshape,3,round,Round
AB::ModernLightGenerator::1.0,LightStyle,0,0,Table Lights
AB::ModernLightGenerator::1.0,MaterialStyle,0,0,Principled
AB::ModernLightGenerator::1.0,MaterialStyle,1,1,Unreal
AB::ModulesGothic::2.0,ModuleType,0,0,Walls
AB::ModulesGothic::2.0,ModuleType,1,1,Doors
AB::ModulesGothic::2.0,ModuleType,2,2,Roofs Exterior
AB::ModulesGothic::2.0,ModuleType,3,3,Roofs Interior
AB::ModulesGothic::2.0,ModuleType,4,4,Trim
AB::ModulesGothic::2.0,ModuleType,5,5,Plant Ons
AB::ModulesGothic::2.0,ModuleType,6,6,Set Dressing
AB::ModulesGothic::2.0,ModuleType,7,7,Towers
AB::ModulesGothic::2.0,SetDressingMenu2,0,0 ,Fountains
AB::ModulesGothic::2.0,SetDressingMenu2,1,1,Wall Decorations
AB::ModulesGothic::2.0,SetDressingMenu2,2,2,Wood Paneling
AB::ModulesGothic::2.0,SetDressingMenu2,3,3,Fireplaces
AB::ModulesGothic::2.0,PlantOnsMenu,0,0 ,Rectangular
AB::ModulesGothic::2.0,PlantOnsMenu,1,1,Square
AB::ModulesGothic::2.0,PlantOnsMenu,2,2,Round
AB::ModulesGothic::2.0,WallModStyle,0,0,Style 01
AB::ModulesGothic::2.0,WallModStyle,1,1,Style 02
AB::ModulesGothic::2.0,WallModStyle,2,2,Style 03
AB::NeonRainbows::1.0,ext_type,0,0,Line
AB::NeonRainbows::1.0,ext_type,1,1,Polywire
AB::NoisyGrid::1.0,noisetype,0,noise,Perlin
AB::NoisyGrid::1.0,noisetype,1,xnoise,Simplex
AB::NoisyGrid::1.0,type,0,typepoint,Points
AB::NoisyGrid::1.0,type,1,typevertex,Vertices
AB::NoisyGrid::1.0,type,2,typeprim,Primitives
AB::NoisyGrid::1.0,type,3,typedetail,Detail
AB::PanelGenerator::2.0,xOrd,0,srt,Scale Rot Trans
AB::PanelGenerator::2.0,xOrd,1,str,Scale Trans Rot
AB::PanelGenerator::2.0,xOrd,2,rst,Rot Scale Trans
AB::PanelGenerator::2.0,xOrd,3,rts,Rot Trans Scale
AB::PanelGenerator::2.0,xOrd,4,tsr,Trans Scale Rot
AB::PanelGenerator::2.0,xOrd,5,trs,Trans Rot Scale
AB::PipeCreator::2.0,MaterialStyle,0,0,Principled
AB::PipeCreator::2.0,MaterialStyle,1,1,Unreal
AB::PipeCreator::2.0,MaterialStyle,2,2,Unity
AB::PlantOnsFuturistic::2.0,PlantOnType,0,0,Architectural
AB::PlantOnsFuturistic::2.0,PlantOnType,1,1,Vertical
AB::PlantOnsFuturistic::2.0,PlantOnType,2,2,Side Mounted
AB::PlantOnsFuturistic::2.0,PlantOnType,3,3,Round
AB::PoleGenerator::1.0,MaterialStyle,0,0,Principled
AB::PoleGenerator::1.0,MaterialStyle,1,1,Unreal
AB::PoleGenerator::1.0,MaterialStyle,2,2,Unity
AB::PoleGenerator::1.0,DCCEngine,0,0,Unreal Engine
AB::PoleGenerator::1.0,DCCEngine,1,1,Unity
AB::PoleGenerator::1.0,DCCEngine,2,2,USD
AB::PoleGenerator::1.0,PoleShape,0,0,Circle
AB::PoleGenerator::1.0,PoleShape,1,1,Square
AB::RadialScatterVex::1.0,vex_precision,0,auto,Auto
AB::RadialScatterVex::1.0,vex_precision,1,32,32 Bit
AB::RadialScatterVex::1.0,vex_precision,2,64,64 Bit (Experimental)
AB::ResortGenerator::3.0,work_mode,0,0,Process
AB::ResortGenerator::3.0,work_mode,1,1,Output
AB::ResortGenerator::3.0,building_footprint_style,0,0,Rectilinear
AB::ResortGenerator::3.0,building_footprint_style,1,1,Circular
AB::ResortGenerator::3.0,building_footprint_style,2,2,Profile Base
AB::ResortGenerator::3.0,building_footprint_style,3,3,Modular Based
AB::ResortGenerator::3.0,bld_typ,0,0,Rectangular
AB::ResortGenerator::3.0,bld_typ,1,1,Arc
AB::ResortGenerator::3.0,bld_vis_mode,0,0,Low Res
AB::ResortGenerator::3.0,bld_vis_mode,1,1,High Res
AB::ResortGenerator::3.0,file_option,0,0,Alembic
AB::ResortGenerator::3.0,file_option,1,1,FBX
AB::RetailBuildings::3.2,work_mode,0,0,Processing
AB::RetailBuildings::3.2,work_mode,1,1,Output
AB::RetailBuildings::3.2,decorative_style,0,0,Wood Slats
AB::RetailBuildings::3.2,decorative_style,1,1,Steel Slats
AB::RetailBuildings::3.2,above_door_decor,0,0,Middle Sign
AB::RetailBuildings::3.2,door_style,0,0,Retail
AB::RetailBuildings::3.2,door_style,1,1,Commercial
AB::RetailBuildings::3.2,door_style,2,2,Residential
AB::RetailBuildings::3.2,handle_side,0,0,Left
AB::RetailBuildings::3.2,handle_side,1,1,Right
AB::RetailBuildings::3.2,return_wall_options,0,0,Wood Slats
AB::RetailBuildings::3.2,return_wall_options,1,1,Window
AB::RoadSimpleGenerator::3.4,MaterialStyle,0,0,Principled
AB::RoadSimpleGenerator::3.4,MaterialStyle,1,1,Unreal
AB::RoadSimpleGenerator::3.4,RoadType,0,0,Roadway
AB::RoadSimpleGenerator::3.4,RoadType,1,1,Highway
AB::RoadSimpleGenerator::3.4,RoadType,2,2,Freeway
AB::RoadSimpleGenerator::3.4,RoadType,3,3,City Rail
AB::RoadSimpleGenerator::3.4,RoadType,4,4,Train Track
AB::RockMaker::2.0,RockStyle,0,0,Boulder
AB::RockMaker::2.0,RockStyle,1,1,Agate
AB::RockMaker::2.0,RockRes,0,0,High Res
AB::RockMaker::2.0,RockRes,1,1,Low Res
AB::RocksArched::2.0,WorkMode,0,0,Arch Curve
AB::RocksArched::2.0,WorkMode,1,1,High Res
AB::RocksArched::2.0,WorkMode,2,2,LOD 0
AB::RocksArched::2.0,WorkMode,3,3,Final Output
AB::RoofTopSignGenerator::4.8,MaterialStyle,0,0,Principled
AB::RoofTopSignGenerator::4.8,MaterialStyle,1,1,Unreal
AB::RoofTopSignGenerator::4.8,MaterialStyle,2,2,Unity
AB::RoofTopSignGenerator::4.8,DCCEngine,0,0,Unreal Engine
AB::RoofTopSignGenerator::4.8,DCCEngine,1,1,Unity
AB::RoofTopSignGenerator::4.8,DCCEngine,2,2,USD
AB::RoofTopSignGenerator::4.8,PostType,0,0,I Beam
AB::RoofTopSignGenerator::4.8,PostType,1,1,C Channel
AB::RoofTopSignGenerator::4.8,PostType,2,2,T Bar
AB::RoofTopSignGenerator::4.8,PostType,3,3,Angle
AB::RoofTopSignGenerator::4.8,PostType,4,4,Square Tube
AB::RoofTopSignGenerator::4.8,HorizSupportsType,0,0,I Beam
AB::RoofTopSignGenerator::4.8,HorizSupportsType,1,1,C Channel
AB::RoofTopSignGenerator::4.8,HorizSupportsType,2,2,T Bar
AB::RoofTopSignGenerator::4.8,HorizSupportsType,3,3,Angle
AB::RoofTopSignGenerator::4.8,HorizSupportsType,4,4,Square Tube
AB::RoofTopSignGenerator::4.8,CasingLightStyle,0,0,Neon
AB::RoofTopSignGenerator::4.8,CasingLightStyle,1,1,Lightbulbs
AB::RoofVentGenerator::3.0,MaterialStyle,0,0,Principled
AB::RoofVentGenerator::3.0,MaterialStyle,1,1,Unreal
AB::RoofVentGenerator::3.0,MaterialStyle,2,2,Unity
AB::RoofVentGenerator::3.0,vent_style,0,0,Style 01
AB::RoofVentGenerator::3.0,vent_style,1,1,Style 02
AB::RoofVentGenerator::3.0,vent_style,2,2,Style 03
AB::RoofVentGenerator::3.0,filletshape,0,none,None
AB::RoofVentGenerator::3.0,filletshape,1,solid,Solid
AB::RoofVentGenerator::3.0,filletshape,2,crease,Crease
AB::RoofVentGenerator::3.0,filletshape,3,chamfer,Chamfer
AB::RoofVentGenerator::3.0,filletshape,4,round,Round
AB::RoofVentGenerator::3.0,filletshape2,0,none,None
AB::RoofVentGenerator::3.0,filletshape2,1,solid,Solid
